kanji,strokes,grade,freq,jlpt,meanings,readings_on,readings_kun
終,11,3,256,4,"End, Finish",しゅう,"お.わる, -お.わる, おわ.る, お.える, つい, つい.に"
習,11,3,706,4,Learn,"しゅう, じゅ","なら.う, なら.い"
転,11,3,327,4,"Revolve, Turn Around, Change",てん,"ころ.がる, ころ.げる, ころ.がす, ころ.ぶ, まろ.ぶ, うたた, うつ.る, くる.めく"
進,11,3,142,3,"Advance, Proceed, Progress, Promote",しん,"すす.む, すす.める"
落,12,3,420,3,"Fall, Drop, Come Down, Village, Hamlet",らく,"お.ちる, お.ち, お.とす"
葉,12,3,414,3,"Leaf, Plane, Lobe, Needle, Blade, Spear, Counter For Flat Things, Fragment, Piece",よう,は
軽,12,3,790,2,"Lightly, Trifling, Unimportant","けい, きょう, きん","かる.い, かろ.やか, かろ.んじる"
運,12,3,255,4,"Carry, Luck, Destiny, Fate, Lot, Transport, Progress, Advance",うん,はこ.ぶ
開,12,3,59,4,"Open, Unfold, Unseal",かい,"ひら.く, ひら.き, -びら.き, ひら.ける, あ.く, あ.ける"
集,12,3,210,4,"Gather, Meet, Congregate, Swarm, Flock",しゅう,"あつ.まる, あつ.める, つど.う"
飲,12,3,969,4,"Drink, Smoke, Take","いん, おん","の.む, -の.み"
業,13,3,43,4,"Business, Vocation, Arts, Performance","ぎょう, ごう",わざ
漢,13,3,1487,4,"Sino-, China",かん,
路,13,3,529,3,"Path, Route, Road, Distance","ろ, る","-じ, みち"
農,13,3,385,2,"Agriculture, Farmers",のう,
鉄,13,3,672,2,Iron,てつ,くろがね
歌,14,2,519,4,"Song, Sing",か,"うた, うた.う"
算,14,2,361,2,"Calculate, Divining, Number, Abacus, Probability",さん,そろ
聞,14,2,319,5,"Hear, Ask, Listen","ぶん, もん","き.く, き.こえる"
語,14,2,301,5,"Word, Speech, Language",ご,"かた.る, かた.らう"
読,14,2,618,5,Read,"どく, とく, とう","よ.む, -よ.み"
鳴,14,2,1279,3,"Chirp, Cry, Bark, Sound, Ring, Echo, Honk",めい,"な.く, な.る, な.らす"
線,15,2,382,2,"Line, Track",せん,すじ
横,15,3,480,3,"Sideways, Side, Horizontal, Width, Woof, Unreasonable, Perverse",おう,よこ
調,15,3,87,3,"Tune, Tone, Meter, Key (music), Writing Style, Prepare, Exorcise, Investigate, Harmonize, Mediate",ちょう,"しら.べる, しら.べ, ととの.う, ととの.える"
親,16,2,406,4,"Parent, Intimacy, Relative, Familiarity, Dealer (cards)",しん,"おや, おや-, した.しい, した.しむ"
頭,16,2,433,3,"Head, Counter For Large Animals","とう, ず, と","あたま, かしら, -がしら, かぶり"
顔,18,2,676,3,"Face, Expression",がん,かお
病,10,3,384,4,"Ill, Sick","びょう, へい","や.む, -や.み, やまい"
最,12,4,82,3,"Utmost, Most, Extreme","さい, しゅ","もっと.も, つま"
争,6,4,271,3,"Contend, Dispute, Argue",そう,"あらそ.う, いか.でか"
仲,6,4,919,2,"Go-between, Relationship",ちゅう,なか
伝,6,4,416,3,"Transmit, Go Along, Walk Along, Follow, Report, Communicate, Legend, Tradition","でん, てん","つた.わる, つた.える, つた.う, つだ.う, -づた.い, つて"
共,6,4,174,3,"Together, Both, Neither, All, And, Alike, With",きょう,"とも, とも.に, -ども"
好,6,4,423,3,"Fond, Pleasing, Like Something",こう,"この.む, す.く, よ.い, い.い"
成,6,4,116,3,"Turn Into, Become, Get, Grow, Elapse, Reach","せい, じょう","な.る, な.す, -な.す"
老,6,4,803,3,"Old Man, Old Age, Grow Old",ろう,"お.いる, ふ.ける"
位,7,4,276,3,"Rank, Grade, Throne, Crown, About, Some",い,"くらい, ぐらい"
低,7,4,435,2,"Lower, Short, Humble",てい,"ひく.い, ひく.める, ひく.まる"
初,7,4,152,3,"First Time, Beginning",しょ,"はじ.め, はじ.めて, はつ, はつ-, うい-, -そ.める, -ぞ.め"
別,7,4,214,4,"Separate, Branch Off, Diverge, Fork, Another, Extra, Specially",べつ,"わか.れる, わ.ける"
利,7,4,203,3,"Profit, Advantage, Benefit",り,き.く
努,7,4,749,3,"Toil, Diligent, As Much As Possible",ど,つと.める
労,7,4,398,3,"Labor, Thank For, Reward For, Toil, Trouble",ろう,"ろう.する, いたわ.る, いた.ずき, ねぎら, つか.れる, ねぎら.う"
命,8,3,465,3,"Fate, Command, Decree, Destiny, Life, Appoint","めい, みょう",いのち
岸,8,3,556,2,Beach,がん,きし
放,8,3,288,3,"Set Free, Release, Fire, Shoot, Emit, Banish, Liberate",ほう,"はな.す, -っぱな.し, はな.つ, はな.れる, こ.く, ほう.る"
昔,8,3,1197,3,"Once Upon A Time, Antiquity, Old Times","せき, しゃく",むかし
波,8,3,740,2,"Waves, Billows, Poland",は,なみ
注,8,3,497,4,"Pour, Irrigate, Shed (tears), Flow Into, Concentrate On, Notes, Comment, Annotate",ちゅう,"そそ.ぐ, さ.す, つ.ぐ"
育,8,3,369,3,"Bring Up, Grow Up, Raise, Rear",いく,"そだ.つ, そだ.ち, そだ.てる, はぐく.む"
拾,9,3,1479,2,"Pick Up, Gather, Find, Go On Foot, Ten","しゅう, じゅう",ひろ.う
指,9,3,155,3,"Finger, Point To, Indicate, Put Into, Play (chess), Measure (ruler)",し,"ゆび, さ.す, -さ.し"
洋,9,3,763,4,"Ocean, Sea, Foreign, Western Style",よう,
神,9,3,347,3,"Gods, Mind, Soul","しん, じん","かみ, かん-, こう-"
秒,9,3,1015,2,Second (1/60 Minute),びょう,
級,9,3,785,1,"Class, Rank, Grade",きゅう,
追,9,3,411,3,"Chase, Drive Away, Follow, Pursue, Meanwhile",つい,お.う
戦,13,4,78,3,"War, Battle, Match",せん,"いくさ, たたか.う, おのの.く, そよ.ぐ, わなな.く"
競,20,4,610,2,"Emulate, Compete With, Bid, Sell At Auction, Bout, Contest, Race","きょう, けい","きそ.う, せ.る, くら.べる"
良,7,4,501,3,"Good, Pleasing, Skilled",りょう,"よ.い, -よ.い, い.い, -い.い"
功,5,4,857,1,"Achievement, Merits, Success, Honor, Credit","こう, く",いさお
特,10,4,234,4,Special,とく,
便,9,4,729,3,"Convenience, Facility, Excrement, Feces, Letter, Chance","べん, びん",たよ.り
働,13,4,417,3,"Work, (kokuji)",どう,はたら.く
令,5,4,804,2,"Orders, Ancient Laws, Command, Decree",れい,
意,13,3,99,4,"Idea, Mind, Heart, Taste, Thought, Desire, Care, Liking",い,
味,8,3,442,4,"Flavor, Taste",み,"あじ, あじ.わう"
勉,10,3,1066,4,"Exertion, Endeavour, Encourage, Strive, Make Effort, Diligent",べん,つと.める
庭,10,3,816,3,"Courtyard, Garden, Yard",てい,にわ
息,10,3,882,3,"Breath, Respiration, Son, Interest (on Money)",そく,いき
旅,10,3,783,4,"Trip, Travel",りょ,たび
根,10,3,620,2,"Root, Radical, Head (pimple)",こん,"ね, -ね"
流,10,3,280,3,"Current, A Sink, Flow, Forfeit","りゅう, る","なが.れる, なが.れ, なが.す, -なが.す"
消,10,3,345,3,"Extinguish, Blow Out, Turn Off, Neutralize, Cancel",しょう,"き.える, け.す"
倍,10,3,714,2,"Double, Twice, Times, Fold",ばい,
員,10,3,54,4,"Employee, Member, Number, The One In Charge",いん,
島,10,3,245,2,Island,とう,しま
祭,11,3,1124,2,"Ritual, Offer Prayers, Celebrate, Deify, Enshrine, Worship",さい,"まつ.る, まつ.り, まつり"
章,11,3,990,2,"Badge, Chapter, Composition, Poem, Design",しょう,
第,11,3,160,1,"No., Residence","だい, てい",
都,11,3,123,3,"Metropolis, Capital, All, Everything","と, つ",みやこ
動,11,3,73,4,"Move, Motion, Change, Confusion, Shift, Shake",どう,"うご.く, うご.かす"
商,11,3,413,3,"Make A Deal, Selling, Dealing In, Merchant",しょう,あきな.う
悪,11,3,530,4,"Bad, Vice, Rascal, False, Evil, Wrong","あく, お","わる.い, わる-, あ.し, にく.い, -にく.い, ああ, いずくに, いずくんぞ, にく.む"
族,11,3,393,4,"Tribe, Family",ぞく,
深,11,3,484,3,"Deep, Heighten, Intensify, Strengthen",しん,"ふか.い, -ぶか.い, ふか.まる, ふか.める, み-"
球,11,3,302,3,"Ball, Sphere",きゅう,たま
童,12,3,1138,2,"Juvenile, Child",どう,わらべ
陽,12,3,1071,3,"Sunshine, Yang Principle, Positive, Male, Heaven, Daytime",よう,ひ
階,12,3,513,2,"Storey, Stair, Counter For Storeys Of A Building",かい,きざはし
寒,12,3,1456,3,Cold,かん,さむ.い
悲,12,3,1014,3,"Grieve, Sad, Deplore, Regret",ひ,"かな.しい, かな.しむ"
暑,12,3,1442,1,"Sultry, Hot, Summer Heat",しょ,あつ.い
期,12,3,117,3,"Period, Time, Date, Term","き, ご",
植,12,3,699,2,Plant,しょく,"う.える, う.わる"
歯,12,3,1106,3,"Tooth, Cog",し,"よわい, は, よわ.い, よわい.する"
温,12,3,838,2,Warm,おん,"あたた.か, あたた.かい, あたた.まる, あたた.める, ぬく"
港,12,3,495,3,Harbor,こう,みなと
湯,12,3,1356,2,"Hot Water, Bath, Hot Spring",とう,ゆ
登,12,3,566,3,"Ascend, Climb Up","とう, と, どう, しょう, ちょう","のぼ.る, あ.がる"
着,12,3,376,4,"Don, Arrive, Wear, Counter For Suits Of Clothing","ちゃく, じゃく","き.る, -ぎ, き.せる, -き.せ, つ.く, つ.ける"
短,12,3,689,2,"Short, Brevity, Fault, Defect, Weak Point",たん,みじか.い
野,11,2,120,4,"Plains, Field, Rustic, Civilian Life","や, しょ","の, の-"
泉,9,6,1086,2,"Spring, Fountain",せん,いずみ
生,5,1,29,5,"Life, Genuine, Birth","せい, しょう","い.きる, い.かす, い.ける, う.まれる, うま.れる, う.まれ, うまれ, う.む, お.う, は.える, は.やす, き, なま, なま-, な.る, な.す, む.す, -う"
亡,3,6,661,3,"Deceased, The Late, Dying, Perish","ぼう, もう","な.い, な.き-, ほろ.びる, ほろ.ぶ, ほろ.ぼす"
合,6,2,41,3,"Fit, Suit, Join, 0.1","ごう, がっ, かっ","あ.う, -あ.う, あ.い, あい-, -あ.い, -あい, あ.わす, あ.わせる, -あ.わせる"
風,9,2,558,4,"Wind, Air, Style, Manner","ふう, ふ","かぜ, かざ-, -かぜ"
予,4,3,180,3,"Beforehand, Previous, Myself, I","よ, しゃ",あらかじ.め
反,4,3,191,3,Anti-,"はん, ほん, たん, ほ","そ.る, そ.らす, かえ.す, かえ.る, -かえ.る"
新,13,2,51,4,New,しん,"あたら.しい, あら.た, あら-, にい-"
返,7,3,685,3,"Return, Answer, Fade, Repay",へん,"かえ.す, -かえ.す, かえ.る, -かえ.る"
問,11,3,64,4,"Question, Ask, Problem",もん,"と.う, と.い, とん"
宿,11,3,701,3,"Inn, Lodging, Relay Station, Dwell, Lodge, Be Pregnant, Home, Dwelling",しゅく,"やど, やど.る, やど.す"
想,13,3,381,3,"Concept, Think, Idea, Thought","そう, そ",おも.う
感,13,3,233,3,"Emotion, Feeling, Sensation",かん,
整,16,3,478,1,"Organize, Arranging, Tune, Tone, Meter, Key (music)",せい,"ととの.える, ととの.う"
暗,13,3,1040,3,"Darkness, Disappear, Shade, Informal, Grow Dark, Be Blinded",あん,"くら.い, くら.む, くれ.る"
様,14,3,493,3,"Esq., Way, Manner, Situation, Polite Suffix","よう, しょう","さま, さん"
橋,16,3,553,2,Bridge,きょう,はし
福,13,3,467,3,"Blessing, Fortune, Luck, Wealth",ふく,
緑,14,3,1180,2,Green,"りょく, ろく",みどり
練,14,3,788,2,"Practice, Gloss, Train, Drill, Polish, Refine",れん,"ね.る, ね.り"
詩,13,3,1196,1,"Poem, Poetry",し,うた
銀,14,3,395,4,Silver,ぎん,しろがね
題,18,3,96,4,"Topic, Subject",だい,
館,16,3,613,4,"Building, Mansion, Large Building, Palace",かん,"やかた, たて"
駅,14,3,724,4,Station,えき,
億,15,4,716,2,"Hundred Million, 10**8",おく,
器,15,4,525,1,"Utensil, Vessel, Receptacle, Implement, Instrument, Ability, Container, Tool, Set",き,うつわ
士,3,4,526,1,"Gentleman, Scholar, Samurai, Samurai Radical (no. 33)",し,さむらい
料,10,4,295,4,"Fee, Materials",りょう,
標,15,4,686,1,"Signpost, Seal, Mark, Stamp, Imprint, Symbol, Emblem, Trademark, Evidence, Souvenir, Target",ひょう,"しるべ, しるし"
殺,10,4,581,3,"Kill, Murder, Butcher, Slice Off, Split, Diminish, Reduce, Spoil","さつ, さい, せつ","ころ.す, -ごろ.し, そ.ぐ"
然,12,4,401,3,"Sort Of Thing, So, If So, In That Case, Well","ぜん, ねん","しか, しか.り, しか.し, さ"
熱,15,4,700,3,"Heat, Temperature, Fever, Mania, Passion",ねつ,あつ.い
課,15,4,455,2,"Chapter, Lesson, Section, Department, Division, Counter For Chapters (of A Book)",か,
賞,15,4,426,2,"Prize, Reward, Praise",しょう,ほ.める
輪,15,4,693,2,"Wheel, Ring, Circle, Link, Loop, Counter For Wheels And Flowers",りん,わ
選,15,4,57,3,"Elect, Select, Choose, Prefer",せん,えら.ぶ
鏡,19,4,1506,1,"Mirror, Speculum, Barrel-head, Round Rice-cake Offering","きょう, けい",かがみ
願,19,4,894,3,"Petition, Request, Vow, Wish, Hope",がん,"ねが.う, -ねがい"
養,15,4,888,1,"Foster, Bring Up, Rear, Develop, Nurture","よう, りょう",やしな.う
像,14,5,856,2,"Statue, Picture, Image, Figure, Portrait",ぞう,
情,11,5,235,3,"Feelings, Emotion, Passion, Sympathy, Circumstances, Facts","じょう, せい",なさ.け
謝,17,5,1028,1,"Apologize, Thank, Refuse",しゃ,あやま.る
映,9,6,404,4,"Reflect, Reflection, Projection",えい,"うつ.る, うつ.す, は.える, -ば.え"
疑,14,6,283,3,"Doubt, Distrust, Be Suspicious, Question",ぎ,うたが.う
皆,9,8,1267,3,"All, Everything",かい,"みな, みんな"
例,8,4,399,3,"Example, Custom, Usage, Precedent",れい,たと.える
卒,8,4,772,2,"Graduate, Soldier, Private, Die","そつ, しゅつ","そっ.する, お.える, お.わる, ついに, にわか"
協,8,4,121,2,"Co-, Cooperation",きょう,
参,8,4,201,3,"Nonplussed, Three (in Documents), Going, Coming, Visiting, Visit, Be Defeated, Die, Be Madly In Love, Participate, Take Part In","さん, しん","まい.る, まい-, まじわる, みつ"
周,8,4,562,2,"Circumference, Circuit, Lap",しゅう,まわ.り
囲,7,4,771,2,"Surround, Besiege, Store, Paling, Enclosure, Encircle, Preserve, Keep",い,"かこ.む, かこ.う, かこ.い"
固,8,4,750,2,"Harden, Set, Clot, Curdle",こ,"かた.める, かた.まる, かた.まり, かた.い"
季,8,4,842,2,Seasons,き,
完,7,4,595,3,"Perfect, Completion, End",かん,
希,7,4,896,2,"Hope, Beg, Request, Pray, Beseech, Greece, Dilute (acid), Rare, Few, Phenomenal","き, け",まれ
念,8,4,390,3,"Wish, Sense, Idea, Thought, Feeling, Desire, Attention",ねん,
折,7,4,962,3,"Fold, Break, Fracture, Bend, Yield, Submit","せつ, しゃく","お.る, おり, お.り, -お.り, お.れる"
望,11,4,470,3,"Ambition, Full Moon, Hope, Desire, Aspire To, Expect","ぼう, もう","のぞ.む, もち"
材,7,4,565,2,"Lumber, Log, Timber, Wood, Materials, Ingredients, Talent",ざい,
束,7,4,918,3,"Bundle, Sheaf, Ream, Tie In Bundles, Govern, Manage, Control",そく,"たば, たば.ねる, つか, つか.ねる"
松,8,4,471,1,Pine Tree,しょう,まつ
残,10,4,380,3,"Remainder, Leftover, Balance","ざん, さん","のこ.る, のこ.す, そこな.う, のこ.り"
求,7,4,220,3,"Request, Want, Wish For, Require, Demand","きゅう, ぐ",もと.める
的,8,4,105,0,"Bull's Eye, Mark, Target, Object, Adjective Ending",てき,まと
約,9,4,94,3,"Promise, Approximately, Shrink",やく,"つづ.まる, つづ.める, つづま.やか"
芸,7,4,719,2,"Technique, Art, Craft, Performance, Acting, Trick, Stunt","げい, うん","う.える, のり, わざ"
基,11,5,241,1,"Fundamentals, Radical (chem), Counter For Machines, Foundation",き,"もと, もとい"
性,8,5,104,3,"Sex, Gender, Nature","せい, しょう",さが
技,7,5,434,2,"Skill, Art, Craft, Ability, Feat, Performance, Vocation, Arts",ぎ,わざ
格,10,5,281,3,"Status, Rank, Capacity, Character, Case (law, Grammar)","かく, こう, きゃく, ごう",
能,10,5,273,3,"Ability, Talent, Skill, Capacity",のう,よ.く
術,11,5,350,3,"Art, Technique, Skill, Means, Trick, Resources, Magic",じゅつ,すべ
私,7,6,242,4,"Private, I, Me",し,"わたくし, わたし"
骨,10,6,936,2,"Skeleton, Bone, Remains, Frame",こつ,ほね
妥,7,8,1102,1,"Gentle, Peace, Depravity",だ,
雰,12,8,1341,1,"Atmosphere, Fog",ふん,
頑,13,8,1247,1,"Stubborn, Foolish, Firmly",がん,かたく
寺,6,2,879,2,Buddhist Temple,じ,てら
岩,8,2,787,2,"Boulder, Rock, Cliff",がん,いわ
帰,10,2,504,4,"Homecoming, Arrive At, Lead To, Result In",き,"かえ.る, かえ.す, おく.る, とつ.ぐ"
春,9,2,579,4,"Springtime, Spring (season)",しゅん,はる
昼,9,2,1115,4,"Daytime, Noon",ちゅう,ひる
晴,12,2,1022,3,Clear Up,せい,"は.れる, は.れ, は.れ-, -ば.れ, は.らす"
秋,9,2,635,4,Autumn,しゅう,"あき, とき"
計,9,2,228,4,"Plot, Plan, Scheme, Measure",けい,"はか.る, はか.らう"
列,6,3,927,3,"File, Row, Rank, Tier, Column","れつ, れ",
区,4,3,137,2,"Ward, District","く, おう, こう",
坂,7,3,865,2,"Slope, Incline, Hill",はん,さか
式,6,3,251,3,"Style, Ceremony, Rite, Function, Method, System, Form, Expression",しき,
信,9,4,208,3,"Faith, Truth, Fidelity, Trust",しん,
勇,9,4,1319,2,"Courage, Cheer Up, Be In High Spirits, Bravery, Heroism",ゆう,いさ.む
単,9,4,586,3,"Simple, One, Single, Merely",たん,ひとえ
司,5,4,759,1,"Director, Official, Govt Office, Rule, Administer",し,つかさど.る
変,9,4,238,3,"Unusual, Change, Strange",へん,"か.わる, か.わり, か.える"
夫,4,4,335,3,"Husband, Man","ふ, ふう, ぶ","おっと, それ"
建,9,4,300,4,Build,"けん, こん","た.てる, た.て, -だ.て, た.つ"
昨,9,4,226,3,"Yesterday, Previous",さく,
毒,8,4,1419,2,"Poison, Virus, Venom, Germ, Harm, Injury, Spite",どく,
法,8,4,100,3,"Method, Law, Rule, Principle, Model, System","ほう, はっ, ほっ, ふらん",のり
泣,8,4,1380,1,"Cry, Weep, Moan",きゅう,な.く
浅,9,4,1253,2,"Shallow, Superficial, Frivolous, Wretched, Shameful",せん,あさ.い
紀,9,4,780,1,"Chronicle, Account, Narrative, History, Annals, Geologic Period",き,
英,8,4,430,4,"England, English, Hero, Outstanding, Calyx",えい,はなぶさ
軍,9,4,189,2,"Army, Force, Troops, War, Battle",ぐん,いくさ
飯,12,4,1046,4,"Meal, Boiled Rice",はん,めし
仏,4,5,819,2,"Buddha, The Dead, France","ぶつ, ふつ",ほとけ
築,16,5,821,2,"Fabricate, Build, Construct",ちく,きず.く
晩,12,6,1424,3,"Nightfall, Night",ばん,
猫,11,8,1702,3,Cat,びょう,ねこ
園,13,2,628,3,"Park, Garden, Yard, Farm",えん,その
曜,18,2,940,4,Weekday,よう,
書,10,2,169,5,Write,しょ,"か.く, -が.き, -がき"
遠,13,2,887,3,"Distant, Far","えん, おん",とお.い
門,8,2,452,2,"Gate, Counter For Cannons",もん,"かど, と"
係,9,3,232,3,"Person In Charge, Connection, Duty, Concern Oneself",けい,"かか.る, かかり, -がかり, かか.わる"
取,8,3,122,3,"Take, Fetch, Take Up",しゅ,"と.る, と.り, と.り-, とり, -ど.り"
品,9,3,225,4,"Goods, Refinement, Dignity, Article, Counter For Meal Courses","ひん, ほん",しな
守,6,3,457,3,"Guard, Protect, Defend, Obey","しゅ, す","まも.る, まも.り, もり, -もり, かみ"
幸,8,3,786,3,"Happiness, Blessing, Fortune",こう,"さいわ.い, さち, しあわ.せ"
急,9,3,309,4,"Hurry, Emergency, Sudden, Steep",きゅう,"いそ.ぐ, いそ.ぎ, せ.く"
真,10,3,279,4,"True, Reality, Buddhist Sect",しん,"ま, ま-, まこと"
箱,15,3,1357,3,"Box, Chest, Case, Bin, Railway Car",そう,はこ
荷,10,3,1230,2,"Baggage, Shoulder-pole Load, Bear (a Burden), Shoulder (a Gun), Load, Cargo, Freight",か,に
面,9,3,186,3,"Mask, Face, Features, Surface","めん, べん","おも, おもて, つら"
典,8,4,1055,1,"Code, Ceremony, Law, Rule","てん, でん",
喜,12,4,769,3,"Rejoice, Take Pleasure In",き,"よろこ.ぶ, よろこ.ばす"
府,8,4,170,2,"Borough, Urban Prefecture, Govt Office, Representative Body, Storehouse",ふ,
治,8,4,109,3,"Reign, Be At Peace, Calm Down, Subdue, Quell, Govt, Cure, Heal, Rule, Conserve","じ, ち","おさ.める, おさ.まる, なお.る, なお.す"
浴,10,4,1136,2,"Bathe, Be Favored With, Bask In",よく,"あ.びる, あ.びせる"
笑,10,4,913,3,Laugh,しょう,"わら.う, え.む"
辞,13,4,633,3,"Resign, Word, Term, Expression",じ,"や.める, いな.む"
